speech,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_9,mfcc_10,mfcc_12,mfcc_14,mfcc_15,mfcc_17,mfcc_19,mfcc_20,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,chroma_1,chroma_8,spectral_1,spectral_2,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
../data\Sad_Female\ws_sad_05.wav,sad,-564.4546,151.14417,-6.619411,44.942963,3.031514,6.055955,32.337162,9.675008,-10.55049,6.898967,-4.7280045,-5.343318,-4.9411817,0.7211099,-4.459126,3.5200748,0.5831791,0.11964998,-0.15198399,-8.3658695,-2.326782,1.8666954,0.5957923,-1.8847395,-3.6198232,1.9671965,3.120303,4.1078143,3.7182693,5.656082,4.307971,3.464693,2.0357478,0.36872926,0.49114257,23.91655806314655,16.693338585088924,-0.08424861473560438,0.045706026914580034,-0.045465108889282686,-0.1598836035479996,0.04599452207565632,-0.013892976139438015
../data\Sad_Female\ws_sad_06.wav,sad,-581.136,150.80904,2.039656,38.96362,16.05708,14.078658,22.543638,13.73175,-13.1216755,4.528032,-2.5643024,-0.74981165,-4.5091352,-5.163252,-4.3748994,3.7244596,-1.9337194,-1.9274806,0.6275387,-4.997202,-2.3081841,0.82757676,1.6691254,0.60260963,0.6806455,3.1903813,-1.0620334,0.44929323,2.9681098,4.9368215,2.9448464,0.17661344,1.0447426,0.41702917,0.46506998,24.410348699362608,16.913816420489248,-0.10121232013192258,0.07626111525821827,-0.05483288839659744,-0.17760624261623037,0.0550349726497208,-0.02598275378614303
../data\Sad_Female\ws_sad_07.wav,sad,-562.5363,144.02313,-8.37652,57.87804,14.253875,11.532738,26.996916,14.637831,-10.006967,5.6466174,-7.1164727,-3.5918028,-5.630683,-1.9817839,-5.785799,2.1167712,1.9325249,2.47345,-4.8783455,-5.8668013,-1.7112507,-0.49630907,4.9891186,-2.710486,-3.2269733,4.80669,1.0073034,3.8117414,6.715231,10.61013,-0.6060573,1.12829,3.3719532,0.4184205,0.5619404,23.984403872787436,16.983869949787103,-0.07108822724779248,0.04088023368203864,0.08386460005465898,-0.1096526433974107,0.04810064076514207,-0.0417656571158677
../data\Sad_Female\ws_sad_08.wav,sad,-570.5933,138.87341,2.6503558,56.167007,14.272417,12.386597,23.256847,15.99702,-8.7443905,-1.491112,-6.62626,-4.175375,-3.9619093,-0.35526282,-6.4713445,4.541523,-4.03094,-0.18512186,-0.8282559,-7.656747,-2.49094,-0.3695092,2.2491853,-1.3584343,-2.5927794,4.608886,2.5474117,3.117359,5.0015492,4.4883933,0.21782227,2.0899496,-0.29862413,0.3932741,0.4735592,24.07613008044965,17.86847559743687,-0.0821560559042721,0.0790149507900468,0.053063737893387086,-0.09502936567722728,0.046765704157534796,-0.05875082392205672
../data\Sad_Female\ws_sad_09.wav,sad,-552.24457,131.03008,-16.696507,54.259243,21.04781,11.369867,19.466843,14.398289,-7.4808826,3.8370304,-5.5834527,-4.573592,-4.0348816,3.6651752,-7.686815,7.109737,-2.528,-1.7386367,1.9555783,-7.1129737,-1.9134742,3.5187984,0.3563127,-3.1027272,-1.1246955,2.0969539,0.6322492,2.2221253,1.3673332,4.0775304,-0.098935276,1.19218,0.5936454,0.4289801,0.43386146,23.544490031196005,16.1283138585959,-0.07232063390741413,0.07795940888106558,0.005994555922809528,-0.0796207881415635,0.05114164939094516,-0.03961218248969521
../data\Sad_Female\ws_sad_10.wav,sad,-574.41376,150.47014,-10.214609,44.64175,21.263466,6.1870446,15.556229,14.805386,-8.267204,4.0249944,-4.3704014,-0.59305924,-5.5109563,-0.6160339,-4.412116,2.8651986,-1.2228384,0.8775981,0.7209434,-5.7480907,-2.162423,3.7428267,3.8488,-1.4100299,1.0160199,4.92109,-0.51581043,2.1138208,6.359514,5.8908744,1.3566808,1.0812038,-0.92886204,0.43571132,0.51771384,22.347365209609045,16.102491696760925,-0.07530888935119022,0.04516741290262297,0.0472317419397376,-0.13942796661285695,0.0574720073004377,-0.03888951964472641
../data\Sad_Female\ws_sad_11.wav,sad,-577.0584,125.8237,-19.944288,59.461815,7.1870193,13.9193945,21.71972,23.78609,-11.166678,11.246024,-1.8681861,0.28487113,-0.9793598,0.50569755,-4.0991125,6.0719852,-1.1651113,4.668158,1.2217463,-4.4381547,0.21732754,2.0099797,5.822441,-3.696761,-1.340198,7.2144175,-3.5275147,0.14758126,0.60012144,2.7481792,-2.6068945,-1.0776792,-2.080571,0.5396369,0.4754628,21.33232921504864,14.147880349941579,-0.11027644669533045,0.07435012886285682,0.05499434414618043,-0.11497994043041503,0.06934006928477585,-0.060840647954728704
../data\Sad_Female\ws_sad_12.wav,sad,-583.515,151.8445,3.8447437,42.240513,9.926946,11.706787,19.701534,19.29982,-8.054641,5.153516,-4.5083065,-2.2103786,-2.448257,-7.0884433,-2.4065375,3.5522728,-2.1080222,-1.1569643,1.4440542,-8.086527,-4.3781505,3.5883946,1.6774691,-1.5107827,-0.9624226,0.50717354,0.35061714,2.7578726,5.131956,7.029556,2.4467773,0.019771693,-1.9051962,0.47603932,0.61392456,23.605502246452478,15.98690265771486,-0.056556624778581255,0.08844655362240299,0.10780554520626807,-0.11615431709160921,0.07810599365841833,-0.04072253308177705
../data\Sad_Female\ws_sad_13.wav,sad,-551.3639,149.36894,-8.322902,50.097294,14.751112,14.663676,20.892078,21.522625,-8.317084,6.3141484,-4.9102287,-2.8271053,-6.169203,-2.2754786,-4.5782237,7.828305,-3.0252728,0.35549182,5.312428,-10.533571,-2.2275586,6.062657,-2.780595,-3.4428358,-0.97508436,-0.4176247,-0.77767885,0.029830713,2.503434,6.131235,5.670044,2.4858007,0.68350065,0.3842141,0.5546852,23.888978092010028,16.081324382903,-0.07762351948915698,0.03304765209095571,0.014105740270392571,-0.2131447553407723,0.0550002744865907,-0.021037644346192392
../data\Sad_Female\ws_sad_14.wav,sad,-545.0506,142.64949,-7.951726,54.95107,14.058911,8.050105,16.78668,23.535706,-13.735358,6.3173532,-4.165167,-0.43774655,-1.8321146,-7.420149,-0.6622858,4.0342875,-2.7334697,-0.9768637,1.6023716,-8.787047,-3.708531,4.9676204,2.1941597,0.44424644,4.737404,5.330094,2.638378,6.342604,4.3963895,5.9577413,0.7913058,-2.2741213,-3.6920712,0.42204052,0.5223241,21.8929219717709,17.269769052772133,-0.08642035969696267,0.08267916226832607,0.09236067962107208,-0.07395801970539709,0.07429126955098966,-0.05619880599895917
../data\Sad_Female\ws_sad_15.wav,sad,-557.238,147.87233,1.3280972,45.90997,14.467217,13.603955,15.899422,20.606121,-18.316257,6.2624874,0.8171886,-1.4416102,0.076530695,-5.372087,-1.5745864,5.230089,-2.3386922,-2.5956147,0.6129757,-9.718651,-3.7475808,2.2870598,-0.7600116,0.068807185,1.0629258,3.224556,1.4568164,2.2829819,3.6709008,5.133107,2.8498907,1.2274392,1.6205974,0.40297058,0.45782053,22.760959192155767,15.78476643676687,-0.11357366100360292,0.02997035319502738,-0.008245655117677286,-0.07386417218524093,0.026325384584642265,-0.03507648760162445
../data\Sad_Female\ws_sad_16.wav,sad,-545.5548,130.15656,-11.890167,61.01044,6.7078905,13.262996,22.805153,23.330303,-18.25374,15.533297,1.4687959,-1.4416991,1.790504,-3.9693298,-7.2048516,5.814458,-3.6063225,4.054792,2.5762079,-8.717607,2.1861908,0.798022,-2.65358,0.04745859,0.24549408,2.2978284,-1.3664104,3.714859,-0.42403522,6.2637153,3.665165,0.43087864,3.5112803,0.44770053,0.45561495,21.77823932873198,15.768321474973687,-0.1082054315533222,0.03124185307931567,-0.024643260189293453,-0.07474555106473607,0.03819461848795567,-0.03430963516530781
../data\Sad_Female\ws_sad_17.wav,sad,-563.09375,138.48193,-0.25215033,57.459053,19.647549,10.636845,20.716616,18.625713,-14.611904,6.051045,-7.4818387,0.20456998,-6.3693705,-3.3000565,-10.89523,3.4931674,-4.481545,0.51378644,3.0132184,-11.682441,-4.165597,4.553926,1.1954772,-1.3709066,-2.4072778,0.5738364,1.1020219,2.9336674,2.5207567,8.4934845,6.7425613,1.6843758,1.434393,0.3692034,0.5311723,25.37934903912904,16.92390649395945,-0.13175745897371866,0.012054466458961816,-0.008585398972854147,-0.1860320706759138,0.040193748250163204,-0.010232284613909152
../data\Sad_Female\ws_sad_18.wav,sad,-545.1952,147.95508,-11.424247,49.32581,6.327318,15.511308,26.370745,22.540102,-7.408402,6.7412567,-2.9758065,-1.5125257,-4.7614594,-4.3750505,-0.89857996,0.64326197,-2.5152287,1.8753369,-1.778347,-7.7918,-1.2374338,0.4100833,1.4262571,-2.332276,-1.2407408,4.4368873,-0.72440606,2.5430167,0.744661,7.655736,2.6039207,-0.40796426,-0.15597183,0.49362993,0.5643729,22.53518625015242,16.059311656141254,-0.08087812673151154,0.04776210280191201,0.04026891202546422,-0.11655525250408154,0.045969654449065506,-0.018426585046407082
../data\Sad_Female\ws_sad_19.wav,sad,-589.7232,139.04439,7.546348,42.46676,16.41331,13.264393,22.797934,17.9481,-9.50757,-0.8930406,-3.545309,-3.3291109,-4.476251,-3.8446422,-5.7219005,6.336716,-0.5044492,-0.7383233,0.0066540646,-7.7500496,-3.8930593,2.3282504,4.0174265,1.6765263,1.3970639,4.7788444,1.9567251,2.363667,4.1371474,4.274227,0.80496556,0.5916707,-0.96208084,0.3859552,0.4832305,23.084595740457086,17.545553784035597,-0.05921859133424585,0.038286704914072565,-0.01308152375773376,-0.1511395502596324,0.05152904949612199,-0.020837915906697625
../data\Sad_Female\ws_sad_20.wav,sad,-571.50415,128.03297,-18.350752,47.504498,7.3398905,12.039581,21.272457,25.926563,-7.4198346,10.940937,-0.5219026,-1.66002,-1.0247515,-1.3489256,-4.7443576,8.219686,0.6943327,1.8579925,4.369927,-6.539303,-0.71452534,3.6469803,1.4458995,1.03958,0.33971196,2.4379783,1.8854803,3.4837708,-0.5881133,3.802297,-0.120486595,-3.665455,-0.9927718,0.5705132,0.42003566,21.345644183537107,14.733832999139457,-0.1419835129527778,0.03946793317727683,-0.03383325498064346,-0.14137460140045754,0.06430087900155325,-0.04194865573134085
../data\Sad_Female\ws_sad_21.wav,sad,-540.3027,126.69866,-7.0321198,55.090843,18.2284,9.47368,23.249508,16.522528,-10.10275,-1.1197059,-6.658085,-2.820573,-7.14978,-3.8858514,-3.067025,3.3028002,-1.4724804,-1.9107678,-4.166218,-2.2857766,3.222306,-3.9310396,0.5557274,4.371101,-1.7564056,3.587769,5.411032,3.2449489,5.694413,4.3740997,-0.5493707,-0.48488313,-2.157158,0.4369384,0.4640354,22.45538117467094,17.482124295906665,-0.08181735375793774,0.05602139588584863,0.0365438064464096,-0.05114062729908174,0.054588135276137865,-0.05127854194238488
../data\Sad_Female\ws_sad_22.wav,sad,-535.0873,158.74544,-13.356013,36.9924,-2.3862152,9.562411,27.58002,18.874695,-11.259213,12.436525,-1.8444923,-2.567134,-4.011215,-3.4189668,-1.2373105,3.8389273,-0.72194964,1.2065256,0.28236315,-5.934981,-1.2424517,2.800059,3.4425788,-1.6337701,0.2650561,6.429532,1.5319386,3.3930538,3.0083168,3.9022508,0.76819146,-0.7162309,-2.9540958,0.5193518,0.45816773,21.67212762927522,15.607204095119522,-0.11960290011989208,0.07174137203613343,0.044764731547646576,-0.03946437041105916,0.05759184372220276,-0.05353186186403019
../data\Sad_Female\ws_sad_23.wav,sad,-537.99255,143.51944,-11.54684,58.421726,11.240618,8.194358,19.491705,22.650215,-16.382261,8.247368,0.15814602,0.058569804,-0.07008819,-5.066843,-3.905127,2.0430956,-4.561999,4.14802,3.0771499,-11.802541,2.0758765,5.826359,0.92450684,3.8523943,1.9469154,6.735604,5.8063617,2.5481427,2.8430228,4.7008867,-0.09477703,-4.7262235,0.16629992,0.45754063,0.41753703,23.609014344388626,17.081856921922192,-0.12122471053309032,0.03381572921184045,0.028236694880611715,-0.0753279429983741,0.05801886098416918,-0.032458611401478196
../data\Sad_Female\ws_sad_24.wav,sad,-579.89905,146.46242,4.2008777,51.416637,6.704109,13.758136,28.762657,16.594273,-6.4972873,1.3980935,-4.9966063,-8.457367,-4.683854,2.9116929,-5.398059,2.2514431,-4.0872293,2.215831,-1.7468169,-6.1255493,2.9211934,1.205032,4.780338,4.985841,1.108859,2.9638789,-0.53911525,2.5250647,0.3737623,4.5342827,-0.5052809,-1.42176,-0.57867044,0.45413503,0.37535137,23.115562885486927,16.60658032956642,-0.1100910427617338,0.06922661761471136,-0.012334974933534387,-0.1239428890464958,0.08032048666749736,-0.052336944198782674
../data\Sad_Female\ws_sad_25.wav,sad,-538.719,140.81876,-12.850956,46.702538,3.0155475,10.788715,22.79899,19.554447,-11.151204,4.3796844,3.8515742,-3.2822683,-4.0052376,-3.5758266,-3.2245958,2.8792348,-0.8851175,3.8983476,-2.3892038,-4.6097054,2.5488188,-2.1692333,2.3329284,2.0305321,-0.981352,3.601628,0.96477425,3.5732338,-0.76741064,4.3146815,0.4175724,0.121877894,-1.6569315,0.57151383,0.4411605,22.12975482163518,15.008336668811245,-0.07481744773238275,0.07075038785766621,-0.0003296761576130941,-0.12056793862670365,0.06578535216635548,-0.02011301927015401
../data\Sad_Female\ws_sad_26.wav,sad,-571.48535,156.99147,2.9627633,44.479607,4.4218893,8.914015,22.102617,21.379244,-11.7363825,6.7207737,-1.0104424,-2.770749,-3.212691,-7.3306503,-0.3560188,1.9752754,0.55614406,2.7255647,-0.80079776,-6.406424,1.0913559,1.6512886,1.3307108,0.8979583,-0.32229215,3.943718,-0.43344867,0.138186,0.45023677,3.3897762,2.0068398,-1.3465219,1.2254219,0.45662618,0.43397808,22.527786648475313,16.837379501725323,-0.09368134052126482,0.047397849304742785,-0.05386934073581195,-0.13459000895913395,0.05508456984372925,-0.026750241577088562
../data\Sad_Female\ws_sad_27.wav,sad,-563.302,147.6781,0.8760395,57.525105,14.027164,7.9904532,21.43422,20.93836,-23.542831,6.771096,1.2797055,-2.6749828,5.1836867,-5.3191304,2.778996,5.4819036,0.04289525,-3.3858628,1.3363783,-9.264403,-1.1537873,3.23652,-4.6855206,-1.3322985,-1.1037431,-0.83165014,-0.41431832,-1.6800838,3.5910437,3.173317,4.8286223,5.8281493,3.3365173,0.48277485,0.3818555,23.479894488336104,14.840560729128663,-0.08606497507539299,0.08076319672009594,-0.08763640640321177,-0.12786298574464883,0.031103853629311083,-0.030868571942950108
../data\Sad_Female\ws_sad_28.wav,sad,-569.1342,125.19249,0.24494864,54.180904,13.93719,11.304767,25.08839,21.654613,-12.12915,4.9170675,-3.5985205,-2.5688841,-1.1643062,-4.3949037,0.7898941,0.5466651,1.1819084,-0.8426607,-4.163901,-5.634545,-1.1286776,-1.0866628,0.7600435,0.21407612,0.22604747,3.3585184,0.7527392,2.9111643,3.9860172,7.105428,2.3552737,1.2833287,0.768379,0.46972013,0.49441367,23.79256235211786,16.60278425335823,-0.06492935204766219,0.03481236733754795,0.03253305116507726,-0.19107670846914396,0.058977052232549676,-0.013282869924756099
../data\Sad_Female\ws_sad_29.wav,sad,-570.6049,137.60712,-8.743343,37.20872,13.004026,11.973038,18.513947,19.225533,-7.6698465,3.8601525,-0.3827745,-2.9603102,-0.8896569,-6.0339365,-1.4198635,3.4783728,-0.33270365,0.9582515,-0.39115927,-5.817991,2.1353302,3.202973,1.2257332,1.455244,0.9256843,5.5682197,3.2800825,1.6968491,1.05064,1.0416819,-1.290661,-3.9966125,-2.0565958,0.49677774,0.5872482,22.183873543373505,16.685514248339906,-0.1018125037439439,0.062185404637730174,0.022938013735936943,-0.0505797097238303,0.06409939554774421,-0.04212484045377294
../data\Sad_Female\ws_sad_30.wav,sad,-575.643,132.23471,-10.447257,46.06099,7.6995296,10.8895,22.521124,19.590513,-9.157647,4.891462,-2.9488654,-3.8756237,0.9189441,-4.46359,-1.9073362,3.9429185,0.7701765,2.814762,1.52443,-5.8253927,1.5772638,5.6441584,1.8125436,-1.3965504,0.9932352,4.046631,-0.47946888,0.9570448,0.9337845,3.8509142,-0.36243662,-4.285442,-1.795657,0.5054645,0.4449899,20.946657479416373,15.97184506730647,-0.07657652664427216,0.07606739782954941,0.008284807483332258,-0.07578836828554544,0.058265290165424186,-0.03871297272347845
../data\Sad_Female\ws_sad_31.wav,sad,-571.0643,132.7036,-10.684913,53.195244,12.636613,9.662595,23.531189,22.753712,-8.761045,5.0659366,0.07938367,-1.6455714,1.4281379,-5.0107546,-0.7899067,4.414507,1.3285632,5.838732,1.2511744,-8.407259,1.8718926,2.845009,2.1055453,2.7129214,-1.3083053,4.8236394,2.6225502,-0.854971,1.5682826,3.2801344,0.39900622,-4.3175125,-0.5113864,0.55046165,0.49850848,22.446163056292164,15.058960962871366,-0.10678571200418487,0.07564853190473045,0.021269566936408656,-0.13759678252621674,0.08665175455568007,-0.04694911188577006
../data\Sad_Female\ws_sad_32.wav,sad,-543.3414,151.5007,-20.482248,50.50662,7.5632343,15.084553,22.564713,27.736467,-7.5967255,7.6728454,1.4200631,-1.2987198,-1.3487494,-0.26422343,-4.9606476,6.861475,-0.82233083,4.28046,1.4786296,-8.028808,1.3279737,3.4928775,4.2037287,-2.2410445,-4.9319673,4.920126,0.8884709,0.6925182,4.427755,7.0754585,0.5084588,0.23487948,-0.3100411,0.55067366,0.53269297,22.177598952270888,15.618608430618064,-0.11418396601963453,0.08762925599153802,0.08214533011336354,-0.19351165106578577,0.09375574745041665,-0.05725685822477555
../data\Sad_Female\ws_sad_33.wav,sad,-541.62946,130.7937,-17.125313,56.92813,2.978417,8.950043,20.541153,28.495064,-13.420321,9.319401,3.0364597,-5.107865,4.7512875,-5.269312,-3.5385268,6.363483,-2.4959645,2.0892327,3.465974,-7.7028027,2.3868375,5.382252,1.9846318,1.3143618,0.6752883,3.7930071,-0.065357104,0.1566379,1.1765192,4.854159,-0.8437117,-1.7890775,1.2070113,0.47764623,0.48535255,22.08527369210407,15.551806234859963,-0.0796395220915581,0.052265159442046065,0.0538895337830307,-0.15426307710621398,0.06508160420388738,-0.03883839703066196
../data\Sad_Female\ws_sad_34.wav,sad,-549.756,133.30261,-13.418972,52.936573,5.6253753,10.2136345,22.128468,25.517582,-13.517185,11.367439,-0.19123699,-1.1083266,1.3079833,-4.086235,-3.247373,4.9842973,-0.7690328,2.3254552,0.44049793,-10.354581,1.7291156,4.1899257,-0.7652592,0.1777094,-0.19474529,2.7754993,0.3633472,1.1299676,3.5778687,6.2587733,1.4463384,-1.1274477,1.1865728,0.437911,0.4730766,23.64419926010809,16.04205742111927,-0.04720803965487268,0.0400571230728365,-0.041911321782764764,-0.1300117853695552,0.04164495123333704,-0.020443499822111386
../data\Sad_Female\ws_sad_35.wav,sad,-547.9919,150.06956,-9.801065,49.630547,7.2295766,11.435115,19.388193,27.021942,-12.337274,7.139514,-0.012571129,-6.402318,2.9491282,-4.4365497,-6.21695,4.761463,-3.1117036,2.1488914,3.410263,-7.8883686,-1.2106588,4.01798,3.5556571,0.17105804,-0.8821961,3.6882465,2.114908,2.976326,2.5542068,4.472976,-0.30476826,-0.62283593,-0.25906366,0.5298561,0.53448135,22.740279025430876,16.263281885426206,-0.06824499675956741,0.06976207793565843,-0.017780654191162242,-0.08430189183546333,0.056583292345356695,-0.02273279801363835
../data\Sad_Female\ws_sad_36.wav,sad,-564.5267,150.34015,-5.1720457,54.358826,4.1022243,10.025051,29.354633,16.492838,-16.331974,6.6722264,-3.1531267,-6.272251,1.656165,-3.8795319,-4.7365737,3.9440167,-4.8209023,0.44587126,0.68567824,-11.836486,1.5492905,4.082123,-1.3749526,0.2061487,-0.7731544,4.4513984,1.5868856,-1.0048655,0.89938366,6.043066,4.938644,0.93657494,2.6821754,0.37554842,0.40958077,23.894799215751963,17.032422310472263,-0.06302364083769631,0.011302416615994288,-0.0647432401350798,-0.1256445710896518,0.01910738762268419,-0.008191243692698495
../data\Sad_Female\ws_sad_37.wav,sad,-553.83496,138.59601,-18.494234,49.475597,5.592445,7.733034,16.410421,28.833954,-12.640642,11.946894,-1.4909931,-2.3957534,0.88764143,-1.2124772,-7.671068,7.9422765,-3.2754338,3.2773626,4.1670794,-5.7114263,5.3892574,2.1169322,2.2740402,5.438753,0.34483767,5.4239435,0.9845987,-0.6630014,-2.2239103,3.8509433,1.731061,-3.3541684,-1.1550936,0.4707036,0.42903963,21.330983219299064,16.841196916189077,-0.07530661254788415,0.05117905080846536,0.019072594957833193,-0.09156035266278224,0.05622897322970891,-0.027399471894568525
../data\Sad_Male\ew_sad-1.wav,sad,-407.5974,116.840805,-20.41628,30.560541,14.526421,-0.6447367,3.0776103,4.396358,6.956375,-2.5064893,7.4310865,4.188404,5.565855,3.8599834,-0.97060275,9.175394,-0.60017115,2.324847,5.2817984,-2.0030851,2.1579807,3.7913756,1.3207037,-1.2876749,-2.5345075,1.0231203,0.79209876,2.8547924,1.264634,5.1304593,2.1147494,0.92266774,3.9632704,0.45851934,0.51793295,22.17262991112845,12.456414026425191,0.010693426613112162,0.01665885283805249,0.0434172173737786,0.0033581866365335585,0.02635212292421841,-0.018533761694992792
../data\Sad_Male\ew_sad-10.wav,sad,-394.36557,128.14568,-21.96407,35.51482,16.127611,-8.110507,-1.1230882,3.3301547,-0.121996075,2.4676034,7.393783,6.521749,-2.5246525,3.0315285,-3.5834234,4.7342877,-6.7414336,-0.400866,3.270324,-0.16090925,4.7406197,1.4664232,4.0572214,7.994071,5.6809998,8.131281,5.9134984,4.630572,1.2661121,4.3032904,1.6365687,1.4865203,2.782061,0.4533623,0.33692074,21.813305556989437,14.477651795955804,0.007228227213774397,0.005661088321888141,-0.04072680365277016,0.0035922155926790497,-0.0013848007424197392,0.007447683590322098
../data\Sad_Male\ew_sad-11.wav,sad,-431.21848,132.15836,-23.582644,23.95668,14.751146,-1.8008362,0.42721605,4.3058057,3.6494358,-1.4476358,12.644142,9.593492,0.6792966,7.256248,2.451346,6.6893497,-3.3273702,3.4057386,6.927509,1.3253005,5.555444,2.631036,1.5224022,1.6167203,-1.5438476,1.499846,-0.9101087,-0.0015878604,1.0388836,1.8424059,1.8528929,0.33525085,1.1335211,0.37344888,0.5040955,22.332232131426146,13.399748127460695,-0.032422395170713554,0.014694258244801625,0.06730094212926528,-0.03103043287733812,0.01987740353246596,-0.009342109877723893
../data\Sad_Male\ew_sad-12.wav,sad,-406.52194,127.86681,-36.21452,28.56583,21.018652,-5.0528164,-1.3422842,4.759371,2.5520718,-3.2838159,14.72912,8.200279,0.31775662,6.391956,-0.23169097,8.492845,-0.8959903,6.469155,10.42378,1.0327872,5.152713,3.8050387,0.93960863,3.3428342,0.6796175,-0.6082682,-1.8791242,0.3033901,2.159329,0.35663566,0.4654208,2.0796452,-0.845073,0.42336392,0.42801216,22.464699896791867,14.1523141720191,0.009044634455524884,0.013924288057195517,-0.030088489075381544,-0.02681321957303869,0.022569874742134573,-0.01056110001432149
../data\Sad_Male\ew_sad-13.wav,sad,-392.67163,144.25726,-31.712751,32.835384,25.75096,-9.851938,-7.9405565,1.1549126,-6.580463,-3.098884,7.009006,0.792578,-1.8684889,5.0226912,1.1146796,9.181089,4.126991,9.684925,15.678455,10.180052,11.39236,8.363428,2.515033,-0.40680027,-1.4441099,-1.2727863,-3.3366501,0.7537814,-4.1882277,-0.5374975,0.18885557,-0.45975912,-0.91918725,0.37360802,0.2798637,21.999281746206947,16.74280165966466,0.007653616021344565,0.002760709659386651,-0.006004488634601348,0.03860144454908213,0.03422816578147248,-0.000220016106915677
../data\Sad_Male\ew_sad-14.wav,sad,-449.00104,128.95207,-18.822292,20.469355,13.712429,-3.187465,7.0276284,2.6436512,0.50887096,0.15293385,9.610904,6.177139,0.21563457,4.1727347,0.6996677,10.154265,2.5545082,4.2256,6.372025,-0.27225682,2.6375504,3.714909,0.91584975,1.7059042,2.0502498,0.2798107,-1.5024283,2.6181111,1.5294576,2.0278902,0.4089361,1.2369833,2.5985475,0.4326328,0.51803875,22.598549252681128,12.706368702365138,0.021332719428118527,0.0205254375954348,0.013716567167580553,-0.01375655622730362,0.013748784358349472,-0.008601319606963406
../data\Sad_Male\ew_sad-15.wav,sad,-422.62775,127.74877,-14.523631,19.223845,19.468204,-2.8484964,1.146838,-1.6505747,-2.0791998,-1.8549469,6.9479866,4.8680797,0.08230523,6.496584,-0.1708781,7.7781615,3.4565275,6.728432,11.25206,4.190043,4.9384,4.9882646,0.5718733,1.4177295,0.69062716,-1.1388812,-0.59019357,1.8886604,0.5210873,0.83724093,0.50998735,-0.47589013,0.29055262,0.3665034,0.39272347,21.91954955613216,14.750322920813952,0.002071768976043207,0.015031749411956572,0.03296504220903675,-0.04530111108518547,0.005008464315098495,-0.006326864779381385
../data\Sad_Male\ew_sad-16.wav,sad,-393.89874,124.27076,-8.933309,17.923607,16.51584,-2.5034847,-1.1543483,-3.0223277,-1.0957983,-2.832197,5.5137577,3.0114052,-1.8668936,7.9309363,0.77200437,10.906206,4.501796,8.6768875,11.458849,1.9219986,3.5342467,5.515796,1.5455633,0.1784968,-0.9852772,-2.8123307,-3.2569053,1.2756793,-0.58997273,0.8714547,0.59829783,0.72442627,1.0961944,0.37342837,0.31886998,22.123215990949603,16.419020208625195,0.005380578796359915,0.006892029244930727,-0.011962002320581928,-0.05331725870147037,0.014997768629143836,-0.008043725645283807
../data\Sad_Male\ew_sad-17.wav,sad,-373.2705,128.7052,11.319528,9.122057,3.3507202,-12.074803,-0.037858374,-8.377184,-9.962214,-0.449202,1.5282142,-0.5090122,-7.52432,2.8872943,-5.6736293,1.7786925,0.5126806,-3.1229572,1.3114197,6.554289,13.701604,20.026354,19.35028,14.673239,9.077122,3.1208925,2.9646611,7.6169014,-2.4079,-3.8261673,-4.440597,-0.36254057,5.5643024,0.49905092,0.32329127,22.049448700304826,17.228546221143173,0.053720669215063084,-0.07532218042255094,0.18910837560812332,0.05422889967761589,-0.056135552536532414,-0.02353476885252388
../data\Sad_Male\ew_sad-18.wav,sad,-366.60455,137.25743,-53.725677,38.227688,10.897325,-7.729478,9.913548,6.242407,0.7190865,3.6124191,12.774411,4.96074,3.863273,7.8410296,-1.872329,10.366232,-1.9653282,-1.0898412,2.5209458,-1.2494706,3.1439097,-1.2698287,0.54129493,0.6514895,-2.1224914,1.8577473,-2.61551,1.2767593,0.03928117,3.9709115,2.3805711,4.3496675,6.259268,0.41943556,0.4380828,21.01702470539597,13.321093782726164,-0.0006330521201858517,-0.0052722204242774285,-0.009175992225883892,0.020796322891125815,0.01103196233350378,-0.003694963732548848
../data\Sad_Male\ew_sad-19.wav,sad,-427.5254,140.30711,-30.506609,34.910988,6.45498,-4.821381,8.436064,8.295842,4.4750133,0.32663363,9.54281,3.3826551,4.6622915,5.9503675,1.4804829,9.087183,-1.541028,-2.6180716,0.72535473,-3.508642,0.59077793,-1.3944625,-0.353412,0.65319014,-0.9888476,4.0839,5.17624,10.509819,5.630999,6.65763,2.8593512,1.1587939,2.048459,0.38532144,0.5440531,21.890916346516374,14.998069001613953,0.0620985460041338,0.03842959555930008,0.024472958677775505,-0.05265115501997299,0.032967084173579644,-0.011913508361127702
